id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Artist,Title,Author,publish_date
20402,-5aaJJQFvOg,2018-02-26,10,22:01:06,725361,102917,1227,5200,Havana,swing cover | dodie feat. FLASHBACK,,2018-02-21
20545,-BDImdAfodA,2018-02-26,10,08:59:34,2954193,48102,2214,4590,Kylie Minogue,Dancing (Official Video),,2018-02-01
20466,08qd-vsHbaY,2018-02-26,10,02:34:17,353151,8661,125,743,BeachHouseVideoZone,BEACH HOUSE -- LEMON GLOW,,2018-02-15
20489,0ldBURP-cWo,2018-02-26,10,12:44:55,232976,5954,79,445,BBC Radio 1Xtra,"Jhene Aiko talks about Big Sean drama, booty and past heartbreak",,2018-02-09
20541,0uJUW24505E,2018-02-26,10,20:30:00,4000720,81577,1521,5271,LIL SKIES,LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),,2018-02-01
20441,1_OVkSsH4NY,2018-02-26,22,01:00:00,178504,19293,67,4909,,Where I've Been? Cancer Update + My Shorty Award Nomination!!,So Fia,2018-02-17
20517,2z3EUY1aXdY,2018-02-26,17,01:51:53,13853880,167556,53515,31778,,Justin Timberlake’s FULL Pepsi Super Bowl LII Halftime Show! | NFL Highlights,NFL,2018-02-05
20400,3TPY4TKo6uQ,2018-02-26,24,04:20:46,730304,8245,146,533,,Solo: A Star Wars Story - Sabotage Trailer Re-Cut,War Starts at Midnight Podcast,2018-02-21
20385,4AtOU0dDXv8,2018-02-26,25,04:50:21,2815728,38263,19195,51108,,Shooting survivor confronts NRA spokesperson Dana Loesch,CNN,2018-02-22
20486,4uTNVumfm84,2018-02-26,10,14:00:00,28987568,534265,12840,21371,Maroon 5,Wait,,2018-02-08
20568,61G3tDZQNhg,2018-02-26,17,04:58:52,3327423,29744,2693,6914,,"Ronda Rousey confronts Asuka, Alexa Bliss and Charlotte Flair: Royal Rumble 2018 (WWE Network)",WWE,2018-01-29
20462,6J-D86wfxiE,2018-02-26,24,21:00:41,756964,31624,422,2509,,Chadwick Boseman gets emotional while discussing impact of Black Panther,SiriusXM,2018-02-13
20559,6QtjdDiMLVg,2018-02-26,10,05:01:01,771063,15790,250,2008,Judas Priest,Firepower (Audio),,2018-02-02
20398,6uJemANlDqQ,2018-02-26,26,15:28:21,27368,1722,52,315,,HIGHLIGHTERS FOR PALE SKIN | JOHN MACLEAN,John Maclean,2018-02-24
20463,7-T08gSQmxk,2018-02-26,26,16:00:00,1142794,51467,2032,329,,January Favourites 2018 | Zoella,Zoella,2018-02-12
20485,7FM_MfpYOLU,2018-02-26,1,20:19:09,808574,64823,369,3699,,PEOPLE TELL THEIR CRUSH THEY LIKE THEM (vol. IX),Mikey Murphy,2018-02-11
20421,7KPcfdbVTic,2018-02-26,24,17:00:00,1570770,17905,450,1816,,Hotel Staff Have to BUY THEIR OWN NAME TAGS! | Hotel Hell,Gordon Ramsay,2018-02-18
20459,7Usr96nwjqI,2018-02-26,24,21:02:40,876308,33722,2073,8921,,Black Panther - Movie Review,Chris Stuckmann,2018-02-14
20458,7bPSxB-8__o,2018-02-26,1,02:12:49,678503,5392,243,469,,JUSTICE LEAGUE - Superman v. The Justice League RESCORED with Junkie XL/Hans Zimmer Music,ABdirector,2018-02-15
20390,8cmrzeDJ8JM,2018-02-26,17,21:13:25,121144,558,177,481,,Tyron Woodley Breaks Down Tekashi69 LAX Brawl | The Hollywood Beatdown,TMZSports,2018-02-23
20562,8h7cnLWQKtM,2018-02-26,26,13:01:28,1006121,16011,428,263,,My Houzz: Gordon Ramsay’s Surprise Renovation,HouzzTV,2018-01-30
20469,9S1Gc1nSXd4,2018-02-26,10,17:00:02,3590224,65432,3102,4796,Rick Ross,"Florida Boy ft. T-Pain, Kodak Black",,2018-02-12
20491,9TRjE7i0ERY,2018-02-26,10,11:00:01,44055834,317189,12721,9465,Yandel,Sólo Mía (Official Video) ft. Maluma,,2018-02-09
20452,9lH5NgUnPUs,2018-02-26,22,18:31:00,365495,32131,172,1522,,SANRIO | My Trip to Tokyo,Marzia,2018-02-16
20376,9yDNAc8YS9c,2018-02-26,24,11:24:08,1391403,39842,1271,7685,,Stephen Fry Announcement,samfryltd,2018-02-23
20494,ABLsSWE06q4,2018-02-26,10,21:00:01,4435380,90024,1120,1491,"Whethan, Dua Lipa",High (Audio),,2018-02-08
20456,AOvCyD9bbDM,2018-02-26,10,16:00:01,2580929,90636,5726,10765,Remy Ma,Melanin Magic (Pretty Brown) ft. Chris Brown,,2018-02-14
20542,AQNj9fMnzDo,2018-02-26,10,08:00:25,18009680,117451,5946,2678,"Melendi, Carlos Vives",El Arrepentido,,2018-02-02
20417,AVoe5SH_K8k,2018-02-26,23,00:10:21,176528,3148,278,1090,,Carly Novell & Delaney Tarr - Reforming Gun Laws with #NeverAgain - The Opposition w/ Jordan Klepper,Comedy Central,2018-02-21
20483,A_xWDAbnBSU,2018-02-26,10,05:00:01,7066709,77340,2527,1887,Migos,Walk It Talk It (Audio) ft. Drake,,2018-02-09
20484,B7AjF4of300,2018-02-26,17,17:00:59,1580926,20450,735,1111,,Why It's Almost Impossible to Do a Quintuple Jump | WIRED,WIRED,2018-02-09
20481,BHloD113J54,2018-02-26,24,16:00:01,525785,21096,843,944,,Young King - Black Panther Jaden Smith Parody (Nerdist Presents),Nerdist,2018-02-12
20546,BJeCOo_CRyE,2018-02-26,10,17:30:02,3580161,133124,1785,6838,Charlie Puth (feat. Boyz II Men),If You Leave Me Now (Studio Session),,2018-02-01
20514,BhIEIO0vaBE,2018-02-26,22,20:27:38,60153930,0,0,0,,To Our Daughter,Kylie Jenner,2018-02-04
20375,CBZgoICDr6E,2018-02-26,20,18:51:38,71850,593,1049,320,,When you see that your ex has moved onDota2(Navi.Lil reacting to VP.Rodjer MVP),Simon,2018-02-25
20526,CvAQpSdcvno,2018-02-26,22,07:00:01,394832,3933,78,203,,What it Feels Like to Slide Downhill at 90 M.P.H.,Great Big Story,2018-02-08
20448,D_eZxSYRhco,2018-02-26,24,17:00:02,2991028,31165,1179,6945,,READY PLAYER ONE - Come With Me,Warner Bros. Pictures,2018-02-15
20424,EcFJbKJxjDA,2018-02-26,10,02:07:03,132030,4349,83,834,Car Seat Headrest,Twin Fantasy (Face to Face) ALBUM REVIEW,,2018-02-21
20553,ElKPnh0Q8pU,2018-02-26,1,17:02:19,1084469,27142,480,1365,,A Boogie Wit Da Hoodie - Somebody feat. Don Q [Official Music Video],A-Boogie Wit Da Hoodie,2018-02-01
