id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Author,Title,Artist,publish_date
17657,-B7J36GNaDk,2018-02-12,26,18:13:50,126755,4926,120,502,Inthefrow,THE MOST AMAZING LUXURY MALDIVES RESORT EVER - MINDBLOWN! | VLOG 79,,2018-02-04
17688,-BDImdAfodA,2018-02-12,10,08:59:34,1825844,39033,1703,3851,,Dancing (Official Video),Kylie Minogue,2018-02-01
17754,0GQmGOju6CE,2018-02-12,24,18:59:44,1263240,79199,900,13551,Morgan Adams,THE GHOST IN MY HOUSE - Morgan Adams,,2018-01-24
17686,0uJUW24505E,2018-02-12,10,20:30:00,2027317,65677,894,4580,,LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),LIL SKIES,2018-02-01
17659,1zKXeSkAgEs,2018-02-12,26,16:30:00,145042,4949,146,273,Charlotte Tilbury,Valentine's Day Makeup Tutorial: Glowing Date Makeup | Charlotte Tilbury,,2018-02-04
17631,2z3EUY1aXdY,2018-02-12,17,01:51:53,12651080,161190,51801,31181,NFL,Justin Timberlake’s FULL Pepsi Super Bowl LII Halftime Show! | NFL Highlights,,2018-02-05
17745,3ChgRbqGi-E,2018-02-12,10,08:00:01,9517342,204946,3115,5437,,Stranger Things ft. OneRepublic,Kygo,2018-01-24
17656,47_BVBakJqY,2018-02-12,20,14:08:04,139558,7110,79,1206,Dying Light,Thank You For 3 Awesome Years of Dying Light,,2018-02-05
17735,494VkPnSvJk,2018-02-12,26,18:30:01,576958,27541,252,3757,KathleenLights,BEST OF COLOURPOP | My Favorite Products - 2018,,2018-01-26
17670,4A-E6EJICvM,2018-02-12,24,00:03:45,188200,4228,148,562,Big Brother UK,Shane J / Courtney Act is the winner! | Celebrity Big Brother 2018,,2018-02-03
17592,4uTNVumfm84,2018-02-12,10,14:00:00,8474142,336075,6857,16868,,Wait,Maroon 5,2018-02-08
17753,5x-d3pabd5o,2018-02-12,10,00:20:02,9503258,172804,4105,5476,,Sativa ft. Rae Sremmurd,Jhené Aiko,2018-01-23
17704,6OcOO1k-vGE,2018-02-12,10,09:49:15,21079345,421012,18000,24722,,Finesse (LIVE From The 60th GRAMMYs ®),Bruno Mars and Cardi B,2018-01-29
17648,7sce--mR0kA,2018-02-12,17,01:48:31,355165,1332,93,645,CliveNBAParody,"Kristaps Porzingis Injury - Torn ACL in Left Knee! Knicks vs Bucks February 6, 2018",,2018-02-07
17691,80T59B2RVOo,2018-02-12,24,01:11:49,569331,24359,1589,3953,RedLetterMedia,The Nerd Crew - Solo: A Star Wars Story - Teaser Trailer Breakdown!!!,,2018-02-02
17751,8BAhwgjMvnM,2018-02-12,1,15:59:54,7966591,78024,6647,13502,Legendary,Pacific Rim Uprising - Official Trailer 2 [HD],,2018-01-24
17705,8h7cnLWQKtM,2018-02-12,26,13:01:28,837208,13872,351,287,HouzzTV,My Houzz: Gordon Ramsay’s Surprise Renovation,,2018-01-30
17605,9TRjE7i0ERY,2018-02-12,10,11:00:01,23639442,212956,7661,7415,,Sólo Mía (Official Video) ft. Maluma,Yandel,2018-02-09
17732,9f5zD7ZSNpQ,2018-02-12,10,16:00:01,5795153,206221,3304,7830,,"After The Storm ft. Tyler, The Creator, Bootsy Collins",Kali Uchis,2018-01-25
17739,9vDdx1dba6c,2018-02-12,10,18:00:15,608163,63433,485,4011,,Secret For The Mad,dodie,2018-01-26
17611,ABLsSWE06q4,2018-02-12,10,21:00:01,1420684,57161,537,1237,,High (Audio),"Whethan, Dua Lipa",2018-02-08
17695,AQNj9fMnzDo,2018-02-12,10,08:00:25,7690542,88098,3941,2216,,El Arrepentido,"Melendi, Carlos Vives",2018-02-02
17770,ArVEH6KS6dA,2018-02-12,10,15:00:55,268741,13637,91,539,,The Process | GQ,SZA: “Supermodel” Explained,2018-01-23
