id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Author,Title,Artist,publish_date
9353,--uXQQ0h-yQ,2017-12-30,24.0,17:59:52,27952.0,249.0,3.0,12.0,PonteFractus,Paul McCartney - Pipes of Peace,,2008-11-24
9307,-mZZAvIHMvQ,2017-12-30,24.0,17:00:00,1684433.0,66830.0,3056.0,38404.0,Star Wars Theory,What REALLY Happened to SNOKE in The Last Jedi (SPOILERS) - Star Wars Theory Explained,,2017-12-17
9215,-z2EqJTyAiU,2017-12-30,1.0,17:00:13,567346.0,41739.0,544.0,2294.0,Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike vs Steve Aoki ft Abigail Breslin – We Are Legend,,2017-12-26
9315,0VsgQmCPgoI,2017-12-30,22.0,17:30:01,95676.0,4283.0,76.0,443.0,Estée Lalonde,SURPRISE TRIP TO FINLAND!!,,2017-12-17
9361,0gLsukihjVg,2017-12-30,20.0,02:31:47,155291.0,9621.0,831.0,3955.0,Dash Star,It's time for the Jedi to end (I'm sorry),,2017-12-15
9238,0gv90B5DIPo,2017-12-30,24.0,22:20:03,108912.0,1428.0,304.0,1578.0,Hybrid Network,George Lucas Being Blamed for The Last Jedi Backlash,,2017-12-22
9225,1Wo6WEBhBBw,2017-12-30,25.0,14:08:40,35277.0,980.0,38.0,249.0,South Front,"Syrian War Report – December 25, 2017: Army Cuts Off Key Militant Supply Line In Beit Jinn Pocket",,2017-12-25
9358,2-bTbRjqjoE,2017-12-30,24.0,06:31:52,96742.0,2634.0,297.0,1483.0,Tyrone Magnus,Star Wars: The Last Jedi SPOILER TALK!!!,,2017-12-15
9314,21jcP-1w4DA,2017-12-30,26.0,09:30:01,117685.0,4024.0,208.0,159.0,Lily Pebbles,WHAT I GOT FOR MY BIRTHDAY | Lily Pebbles,,2017-12-17
9229,2cosj7UeQoY,2017-12-30,10.0,09:01:53,178475.0,1656.0,514.0,647.0,,Cardi B talks on how she wanted to quit rapping when a famous rapper took her verse off his song,Emcee Rapology,2017-12-19
9207,2dls8iCoQTI,2017-12-30,26.0,17:00:00,633674.0,41759.0,1069.0,3167.0,marshmello,Cooking with Marshmello: Strawberry Santas (Christmas Edition),,2017-12-26
9210,2m2HLU5uVwg,2017-12-30,25.0,14:03:17,210306.0,6464.0,2883.0,2026.0,The White House,President Donald J. Trump and First Lady Melania Trump's 2017 Christmas Message,,2017-12-25
