id,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
33776,-DRsfNObKIQ,2018-05-15,Eleni Foureira - Fuego - Cyprus - LIVE - First Semi-Final - Eurovision 2018,Eurovision Song Contest,24,2018-05-08 20:32:32+00:00,"Eurovision Song Contest|""2018""|""Lisbon""|""Cyprus""|""Eleni Foureira""|""Fuego""|""live""|""First Semi-Final""",10495550,124171,43450,24601,https://i.ytimg.com/vi/-DRsfNObKIQ/default.jpg,False,False,False,Eleni Foureira represented Cyprus at the first Semi-Final of the 2018 Eurovision Song Contest with the song Fuego. Read more about Eleni Foureira: https://eurovision.tv/participant/eleni-foureira
33796,0GGbHtKmobQ,2018-05-15,Black Panther (2018) - Killmonger's Dream,The Cheat,24,2018-05-04 12:02:33+00:00,[none],219083,2095,27,289,https://i.ytimg.com/vi/0GGbHtKmobQ/default.jpg,False,False,False,"Beautiful acting from both Michael B. Jordan and Sterling K. Brown. This scene was just so powerful in a movie full of incredible ones. Marvel isn't just about spectacle, it's about the characters and their world. Anyone who ever grew up in a bad place, refugees, immigrants, can feel the pain and anger. Coogler's a true master."
33794,0JcNT6jYGwI,2018-05-15,Best of the Worst: Plinketto #6,RedLetterMedia,24,2018-05-07 19:51:44+00:00,"redlettermedia|""red letter media""|""red""|""letter""|""media""|""plinkett""|""half in the bag""|""mike stoklasa""|""jay bauman""|""rich evans""|""Best of the Worst""|""Plinketto""",478206,14934,184,2380,https://i.ytimg.com/vi/0JcNT6jYGwI/default.jpg,False,False,False,A special Guest joins the gang as they drop the Plinketto ball for the 6th time! What horrors await them?!?!!?!?!?!?!?!
33780,0XuOkYlUWIs,2018-05-15,13 Reasons Why: Season 2 | Official Trailer [HD] | Netflix,Netflix,24,2018-05-08 14:00:00+00:00,"Netflix|""Trailer""|""Netflix Original Series""|""Netflix Series""|""television""|""movies""|""streaming""|""movies online""|""documentary""|""comedy""|""drama""|""08282016NtflxUSCAN""|""watch movies""|""Selena Gomez""|""Brian Yorkey""|""Hannah Baker""|""Clay Jensen""|""Dylan Minnette""|""Katherine Langford""|""Kate Walsh""|""Brandon Flynn""|""13 Reasons Why""|""Miles Heizer""|""Devin Druid""|""Alisha Boe""|""Jessica Davis""|""Ross Butler""|""Justin Prentice""|""13 reasons why netflix""|""sndvmtrl58""|""13 reasons why season 2""|""13 reasons why season 2 trailer""",6760593,229250,8891,22123,https://i.ytimg.com/vi/0XuOkYlUWIs/default.jpg,False,False,False,"Hannah wasn't the only one. 13 Reasons Why Season 2 - May 18th, 2018. Watch 13 Reasons Why: https://www.netflix.com/title/80117470SUBSCRIBE: http://bit.ly/29qBUt7Follow 13 Reasons Why On Twitter: https://bit.ly/2G3h5TE Like 13 Reasons Why On Facebook: https://bit.ly/2IM8k1V Follow 13 Reasons Why On Instagram:  https://bit.ly/2pxYwjqIf you or someone you know needs help finding crisis resources, visit https://13reasonswhy.info.About Netflix:Netflix is the world's leading internet entertainment service with 125 million members in over 190 countries enjoying more than 140 million hours of TV shows and movies per day, including original series, documentaries and feature films. Members can watch as much as they want, anytime, anywhere, on nearly any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.Connect with Netflix Online:Visit Netflix WEBSITE: http://nflx.it/29BcWb5Like Netflix Kids on FACEBOOK: http://bit.ly/NetflixFamilyLike Netflix on FACEBOOK: http://bit.ly/29kkAtNFollow Netflix on TWITTER: http://bit.ly/29gswqdFollow Netflix on INSTAGRAM: http://bit.ly/29oO4UPFollow Netflix on TUMBLR: http://bit.ly/29kkemT13 Reasons Why: Season 2 | Official Trailer [HD] | Netflixhttp://youtube.com/netflix"
33793,1ce456Nnkt8,2018-05-15,BABYMETAL - Distortion (OFFICIAL),BABYMETAL,10,2018-05-07 14:59:03+00:00,"BABYMETAL|""重音部""|""ベビーメタル""|""ベイビーメタル""|""SU-METAL""|""MOAMETAL""|""YUIMETAL""|""ゆい""|""もあ""|""すぅ""|""BABYMETAL OFFICIAL""|""metal""|""kawaii""|""harajuku""|""dance""|""ダンス""|""カワイイ""|""原宿""|""メタル""|""heavy metal""|""BABYMETAL LIVE""|""BABYMETAL ライブ""|""BABYMETAL TOUR""|""BABYMETAL WORLD""",1870819,70334,1661,8272,https://i.ytimg.com/vi/1ce456Nnkt8/default.jpg,False,False,False,"We delivered our new song Distortion as a surprise digital single just before the kick off of our WORLD TOUR 2018! ▶︎「Distortion」8 May, Available!  https://BMetal.lnk.to/Distortion【Apple Music - BABYMETAL】https://itunes.apple.com/us/artist/babymetal/477101776【Spotify - BABYMETAL】http://open.spotify.com/artist/630wzNP2OL7fl4Xl0GnMWq====================================================BABYMETAL WORLD TOUR 2018 【US TOUR】 2018/5/8 (Tues) Kansas City, MO（Uptown Theater） 2018/5/10 (Thurs) Austin, TX（ACL Live at the Moody Theater） 2018/5/11 (Fri) Dallas, TX（House of Blues Dallas） 2018/5/13 (Sun) Houston, TX（Revention Music Center） 2018/5/15 (Tues) Atlanta, GA（Tabernacle Atlanta） 2018/5/17 (Thurs) Charlotte, NC（The Fillmore） 2018/5/18 (Fri) Nashville, TN（Marathon Music Works） 2018/5/20 (Sun) Rock on the Range 2018（Columbus, OH / Mapfre Stadium） 【EUROPE TOUR】 2018/6/1 (Fri) Rock am Ring 2018（Germany / Nürburg / Nürburgring） 2018/6/2 (Sat) Rock im Park 2018（Germany / Nuremberg / Zeppelinfeld） 2018/6/4 (Mon) Austria / Innsbruck（Music Hall Innsbruck） 2018/6/5 (Tues) Netherlands / Utrecht（TivoliVredenburg） 2018/6/6 (Wed) Netherlands / Utrecht（TivoliVredenburg）2018/6/9 (Sat) Download UK（UK / Derby / Donington Park）===================================================BABYMETAL Official Websitehttp://www.babymetal.com/en/http://www.babymetal.com/jp/BABYMETAL Official Twitterhttps://twitter.com/BABYMETAL_JAPANBABYMETAL Official Facebookhttps://www.facebook.com/BABYMETAL.jpBABYMETAL Official Instagramhttps://www.instagram.com/babymetal_official/"
33754,2kpJ4GbVvNc,2018-05-15,TREMORS SEASON 1 Official Trailer (2018) Kevin Bacon,Movie Trailers Source,1,2018-05-13 02:00:45+00:00,[none],1792800,26412,1721,3568,https://i.ytimg.com/vi/2kpJ4GbVvNc/default.jpg,False,False,False,TREMORS SEASON 1 Official Trailer Movie HD in theatre 2018.© 2018 - Blumhouse Productions
33808,36tggrpRoTI,2018-05-15,Shawn Mendes - In My Blood,ShawnMendesVEVO,10,2018-04-24 16:00:01+00:00,"Shawn|""Mendes""|""In""|""My""|""Blood""|""Island""|""Records""|""Pop""",48597312,1357872,16374,70638,https://i.ytimg.com/vi/36tggrpRoTI/default.jpg,False,False,False,"Pre-order Shawn Mendes: The Album here now: https://IslandRecs.lnk.to/ShawnMendesApple Music: https://islandrecs.lnk.to/InMyBloodDL/applemusicSpotify: https://islandrecs.lnk.to/InMyBloodDL/spotifyiTunes: https://islandrecs.lnk.to/InMyBloodDL/itunesAmazon: https://islandrecs.lnk.to/InMyBloodDL/amazonmp3Google Play: https://islandrecs.lnk.to/InMyBloodDL/google-playTidal: https://islandrecs.lnk.to/InMyBloodDL/tidalFollow Shawn Mendes here:Twitter: https://twitter.com/shawnmendesInstagram: https://www.instagram.com/shawnmendesFacebook: https://www.facebook.com/ShawnMendesOfficialMusic video by Shawn Mendes performing In My Blood. © 2018 Island Records, a division of UMG Recordings, Inc.http://vevo.ly/8VIDav"
33795,5DpvCOebmo4,2018-05-15,Infinity War | Robertfrank615,RobertFrank615,24,2018-05-08 01:06:13+00:00,[none],66010,3543,126,380,https://i.ytimg.com/vi/5DpvCOebmo4/default.jpg,False,False,False,Official Robertfrank615 Tee Shirts/Hoodies: https://www.robertfrank615.com10% OFF Steel Supplements use discount code RF615 at checkouthttp://www.steelsupps615.comFollow me on Instagram http://instagram.com/robertfrank615LIKE my Facebook Fan Pagehttps://www.facebook.com/robertfrank615Follow me on Twitterhttps://www.twitter.com/robertfrank615Listen to my Podcast: https://soundcloud.com/rf615SnapChat: Robertfrank615Beard Care:http://stacheco615.comPersonalized Videoshttp://bookcameo.com/robertfrank615
33798,5GHXEGz3PJg,2018-05-15,Florence + The Machine - Hunger,FlorenceMachineVEVO,10,2018-05-03 18:35:00+00:00,"Florence|""The""|""Machine""|""Hunger""|""Virgin""|""EMI""|""Alternative""",6144640,136870,2486,5251,https://i.ytimg.com/vi/5GHXEGz3PJg/default.jpg,False,False,False,HungerDirected by AG RojasProduced by Park PicturesHIGH AS HOPE Pre-Order here:https://FlorenceMachine.lnk.to/HighAsHopeIDHunger available here:https://FlorenceMachine.lnk.to/HungerYAJoin Florence online:https://www.facebook.com/florenceandt...http://www.twitter.com/flo_tweethttp://www.instagram.com/FlorenceFollow Florence on Spotify:http://po.st/FlorenceSpotifySign up for updates:http://www.florenceandthemachine.net
33751,6BF7IWpaZoU,2018-05-15,Infinity War Hot Take,Jenny Nicholson,1,2018-05-14 07:35:26+00:00,[none],138343,8666,740,2433,https://i.ytimg.com/vi/6BF7IWpaZoU/default.jpg,False,False,False,"Spoilers for, honestly, a lot of things.Click your favorite Marvel movie which is derivative of a Twilight Zone episode:You think Deadpool’s face is messed up but he takes his mask off and it turns out actually it’s everybody else’s faces that are messed up - https://www.patreon.com/JennyNicholsonTony Stark is afraid of the small men in his attic who turn out to just be Ant-Man and the Wasp - https://twitter.com/JennyENicholsonThe Guardians of the Galaxy on a road trip being relentlessly pursued by a hitchhiker who turns out to be death - https://www.instagram.com/spider_jewel/Odin escapes a retirement home by playing a game of kick the can which transports him to his carefree youth - https://spiderjewel.tumblr.com/A haunted doll pushes Hawkeye down a flight of stairs - https://www.facebook.com/JennyNicholsonVids/"
