id,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
36346,-DRsfNObKIQ,2018-05-31,Eleni Foureira - Fuego - Cyprus - LIVE - First Semi-Final - Eurovision 2018,Eurovision Song Contest,24,2018-05-08 20:32:32+00:00,"Eurovision Song Contest|""2018""|""Lisbon""|""Cyprus""|""Eleni Foureira""|""Fuego""|""live""|""First Semi-Final""",13686704,148214,45551,26430,https://i.ytimg.com/vi/-DRsfNObKIQ/default.jpg,False,False,False,Eleni Foureira represented Cyprus at the first Semi-Final of the 2018 Eurovision Song Contest with the song Fuego. Read more about Eleni Foureira: https://eurovision.tv/participant/eleni-foureira
36276,-bx_vG94LSo,2018-05-31,Bazzi - Beautiful (Official Video),Bazzi,10,2018-05-23 12:00:00+00:00,"Bazzi|""Bautiful""|""Mine""|""Cosmic""|""Official Audio""|""Official Video""|""Warner Music Group""|""Atlantic Records""|""Bazzi Music""|""Beautiful Angel""|""gucci looks on you amazing""|""you so fucking precious when you smile""|""VgKjHh1Y-1Y""|""Bazzi Mine""|""Bazzi Beautiful""|""Bazi""|""andrew bazzi""|""bazzi""|""myself""|""funny""|""vine""|""snapchat""|""bazzi beautiful""|""bazzi mine""|""bazi""|""cosmic""|""mine""|""bazzi cosmic""|""bazzi fantasy""|""bazzi myself""|""bazzi mine meme""|""mine meme""|""bazzi music""|""bazzi why""",1267622,67703,807,3653,https://i.ytimg.com/vi/-bx_vG94LSo/default.jpg,False,False,False,"Stream + download COSMIC: https://Bazzi.lnk.to/COSMICIDSubscribe to my channel: https://goo.gl/C6KC1mFollow Bazzi:https://www.instagram.com/bazzihttps://twitter.com/bazzihttps://www.facebook.com/BazziWorldwidehttp://bazziofficial.comDirector/VFX/Edit: Sherif HigazyProducers: Nick Ruff and Cailin LowryStarring: Renee HerbertDP: Zac Adams1st AC:  Gordon Yould2nd AC: Tristan Walczak Gaffer: Hiram BorgesProduction Designer: Jill BencsitsSet Decorator: Krista Thomas-ScottLeadman: Owen Cook 1st AD: Shelby MaloneProduction Assistant: Anthony RuffBazzi's Stylist: Andrew AndradeStylist: Melynda ChoothesaMake Up Artist: Kristine Urzua Production Company: Thermonuclear, Nova FilmsExecutive Producer: Sherif Higazy Director's Rep: Emily Sanders Video Commissioner: Shadeh Smith"
36257,-i1_jpjmdJE,2018-05-31,Blink 182 - I Miss You,Jimmy Kimmel Live,23,2018-05-24 10:00:00+00:00,"jimmy|""jimmy kimmel""|""jimmy kimmel live""|""late night""|""talk show""|""funny""|""comedic""|""comedy""|""clip""|""comedian""|""mean tweets""|""#music""|""blink-182""|""kings of the weekend""|""las vegas""|""pop punk""|""punk rock""|""alt-rock""|""alt rock""|""vegas""|""travis barker""|""mark hoppus""|""rock music""|""concert""|""live music""|""all the small things""|""take off your pants and jacket""",528929,9657,1326,1729,https://i.ytimg.com/vi/-i1_jpjmdJE/default.jpg,False,False,False,"Blink-182 perform I Miss You on Jimmy Kimmel LiveSoccer Legend Brandi Chastain on Terrible Plaque of Her Face https://youtu.be/sSLhwUosA7o SUBSCRIBE to get the latest #KIMMEL: http://bit.ly/JKLSubscribe Watch Mean Tweets: http://bit.ly/KimmelMT10 Connect with Jimmy Kimmel Live Online: Visit the Jimmy Kimmel Live WEBSITE: http://bit.ly/JKLWebsiteLike Jimmy Kimmel on FACEBOOK: http://bit.ly/KimmelFBLike Jimmy Kimmel Live on FACEBOOK: http://bit.ly/JKLFacebookFollow @JimmyKimmel on TWITTER: http://bit.ly/KimmelTWFollow Jimmy Kimmel Live on TWITTER: http://bit.ly/JKLTwitterFollow Jimmy Kimmel Live on INSTAGRAM: http://bit.ly/JKLInstagram About Jimmy Kimmel Live: Jimmy Kimmel serves as host and executive producer of Emmy-winning Jimmy Kimmel Live, ABC's late-night talk show.Jimmy Kimmel Live is well known for its huge viral video successes with 5.6 billion views on YouTube alone.Some of Kimmel's most popular comedy bits include - Mean Tweets, Lie Witness News, Jimmy's Twerk Fail Prank, Unnecessary Censorship, YouTube Challenge, The Baby Bachelor, Movie: The Movie, Handsome Men's Club, Jimmy Kimmel Lie Detective and music videos like I (Wanna) Channing All Over Your Tatum and a Blurred Lines parody with Robin Thicke, Pharrell, Jimmy and his security guard Guillermo.Now in its sixteenth season, Kimmel's guests have included: Johnny Depp, Meryl Streep, Tom Cruise, Halle Berry, Harrison Ford, Jennifer Aniston, Will Ferrell, Katy Perry, Tom Hanks, Scarlett Johansson, Channing Tatum, George Clooney, Larry David, Charlize Theron, Mark Wahlberg, Kobe Bryant, Steve Carell, Hugh Jackman, Kristen Wiig, Jeff Bridges, Jennifer Garner, Ryan Gosling, Bryan Cranston, Jamie Foxx, Amy Poehler, Ben Affleck, Robert Downey Jr., Jake Gyllenhaal, Oprah, and unfortunately Matt Damon.Blink 182 - I Miss Youhttps://youtu.be/-i1_jpjmdJE"
36245,0URpDxIjZrQ,2018-05-31,Christopher Robin Official Trailer,Disney Movie Trailers,1,2018-05-25 19:00:02+00:00,"Christopher Robin|""Winnie the Pooh""|""Eeyore""|""Piglet""|""Tigger""|""Kanga""|""Roo""|""Owl""|""Rabbit""|""Trailer""|""Preview""|""Hundred Acre Wood""|""Live action""|""stuffed""|""adorable""|""feels""|""cry""|""sweet""|""funny""|""classic""|""Disney""|""Walt Disney""|""Many Adventures""|""Ewan McGregor""|""Walt Disney Studios""",4630864,130543,3587,14834,https://i.ytimg.com/vi/0URpDxIjZrQ/default.jpg,False,False,False,"Out of the Wood. Into the city. Watch the brand new trailer for Disney's Christopher Robin. See the film in theatres August 3.In the heartwarming live action adventure Disney’s “Christopher Robin,” the young boy who shared countless adventures with his band of lovable stuffed animals in the Hundred Acre Wood is now grown up and living in London but he has lost his way. Now it is up to his childhood friends to venture into our world and help Christopher Robin rediscover the joys of family life, the value of friendship and to appreciate the simple pleasures in life once again. Disney’s “Christopher Robin” is directed by Marc Forster from a screenplay by Alex Ross Perry and Allison Schroeder and a story by Perry based on characters created by A.A. Milne and E.H. Shepard. The producers are Brigham Taylor and Kristin Burr with Renée Wolfe and Jeremy Johns serving as executive producers. The film stars Ewan McGregor as Christopher Robin; Hayley Atwell as his wife Evelyn; Bronte Carmichael as his daughter Madeline; and Mark Gatiss as Giles Winslow, Robin’s boss. The film also features the voices of: Jim Cummings as Winnie the Pooh and Tigger; Brad Garrett as Eeyore; Toby Jones as Owl; Nick Mohammed as Piglet; Peter Capaldi as Rabbit; and Sophie Okonedo as Kanga. Facebook:        https://www.facebook.com/DisneyChristopherRobin/Twitter:           https://twitter.com/DisneyStudiosInstagram:       https://www.instagram.com/disneystudiosYoutube:          https://www.youtube.com/disneymovietrailersHashtag:          #ChristopherRobin"
36231,0fOZ4Nwm5Pg,2018-05-31,Drake's Dad Claps Back At Wendy Williams! He Calls Her RUPAUL After She Dissed Drake On Her Show,Lailah Lynn,24,2018-05-30 20:45:36+00:00,"drake|""pusha t""|""drake pusha t""|""wendy williams""|""drake dad""|""dennis graham""|""drake duppy freestyle""|""drake dad commercial""|""drake's dad interview""|""drake's dad commercial""|""drake's dad dennis""|""dennis graham social media""|""dennis graham wendy williams""|""wendy williams show""",61723,887,127,613,https://i.ytimg.com/vi/0fOZ4Nwm5Pg/default.jpg,False,False,False,"Drake's Dad, Dennis Graham, is BIG mad at Wendy Williams for her coverage of the beef between Drake and Pusha T on the Wendy Williams show today.  Drake's Dad got on Instagram and let Wendy Williams know EXACTLY how he felt!S H O P  W I T H  M E Quality Hair Extensionshttps://lailahlynn.mayvenn.com/Take 15% Off EVERYTHING using the code FLINGQuality hair extensions with a 30 day money back guaranteeA D V E R T I S E  W I T H  M EDownload my media kit here: https://lailahlynn.com/advertising/Ready? Email lailah@lailahlynn.com to get startedB E  S O C I A L IG: @lailahlynntvTWITTER: @lailahlynnWEBSITE: https://lailahlynn.comDisclaimer - Excerpts from books, blogs, social media, and public figures protected by Fair Use Clause of the Copyright Act which states - Notwithstanding the provisions of sections 106 and 106A, the fair use of a copyrighted work, including such use by reproduction in copies or phono-records or by any other means specified by that section, for purposes such as criticism, COMMENT, news reporting, teaching (including multiple copies for classroom use), scholarship, or research, is not an infringement of copyright."
36372,1Aoc-cd9eYs,2018-05-31,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,Cobra Kai,24,2018-05-02 16:02:35+00:00,"Cobra Kai|""Karate Kid""|""YouTube Red Original Series""|""YouTube Red Originals""|""YouTube Red""|""Ralph Macchio""|""Billy Zabka""|""Xolo Maridueña""|""Courtney Henggeler""|""Mary Mouser""|""Tanner Buchanan""|""Ed Asner""|""karate kid series""|""johnny lawrence""|""daniel larusso""|""miyagi""|""cobra kai series""|""cobra kai youtube""|""wax on wax off""|""cobra kai karate kid""",44553695,824821,113157,81064,https://i.ytimg.com/vi/1Aoc-cd9eYs/default.jpg,False,False,True,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry, has been reestablished by Johnny Lawrence. Struggling to launch the business, Johnny starts teaching karate to his teenage neighbor Miguel. Daniel faces his former opponent and old offenses are quickly reignited.YouTube Red Originals - http://youtube.com/Red. If you live outside the United States, Mexico, New Zealand, Australia or South Korea, click here for more details on availability in your country: https://goo.gl/UEojxv."
36353,1ce456Nnkt8,2018-05-31,BABYMETAL - Distortion (OFFICIAL),BABYMETAL,10,2018-05-07 14:59:03+00:00,"BABYMETAL|""重音部""|""ベビーメタル""|""ベイビーメタル""|""SU-METAL""|""MOAMETAL""|""YUIMETAL""|""ゆい""|""もあ""|""すぅ""|""BABYMETAL OFFICIAL""|""metal""|""kawaii""|""harajuku""|""dance""|""ダンス""|""カワイイ""|""原宿""|""メタル""|""heavy metal""|""BABYMETAL LIVE""|""BABYMETAL ライブ""|""BABYMETAL TOUR""|""BABYMETAL WORLD""",2908439,87125,2398,9398,https://i.ytimg.com/vi/1ce456Nnkt8/default.jpg,False,False,False,"We delivered our new song Distortion as a surprise digital single just before the kick off of our WORLD TOUR 2018! ▶︎「Distortion」8 May, Available!  https://BMetal.lnk.to/Distortion【Apple Music - BABYMETAL】https://itunes.apple.com/us/artist/babymetal/477101776【Spotify - BABYMETAL】http://open.spotify.com/artist/630wzNP2OL7fl4Xl0GnMWq====================================================BABYMETAL WORLD TOUR 2018 【US TOUR】 2018/5/8 (Tues) Kansas City, MO（Uptown Theater） 2018/5/10 (Thurs) Austin, TX（ACL Live at the Moody Theater） 2018/5/11 (Fri) Dallas, TX（House of Blues Dallas） 2018/5/13 (Sun) Houston, TX（Revention Music Center） 2018/5/15 (Tues) Atlanta, GA（Tabernacle Atlanta） 2018/5/17 (Thurs) Charlotte, NC（The Fillmore） 2018/5/18 (Fri) Nashville, TN（Marathon Music Works） 2018/5/20 (Sun) Rock on the Range 2018（Columbus, OH / Mapfre Stadium） 【EUROPE TOUR】 2018/6/1 (Fri) Rock am Ring 2018（Germany / Nürburg / Nürburgring） 2018/6/2 (Sat) Rock im Park 2018（Germany / Nuremberg / Zeppelinfeld） 2018/6/4 (Mon) Austria / Innsbruck（Music Hall Innsbruck） 2018/6/5 (Tues) Netherlands / Utrecht（TivoliVredenburg） 2018/6/6 (Wed) Netherlands / Utrecht（TivoliVredenburg）2018/6/9 (Sat) Download UK（UK / Derby / Donington Park）===================================================BABYMETAL Official Websitehttp://www.babymetal.com/en/http://www.babymetal.com/jp/BABYMETAL Official Twitterhttps://twitter.com/BABYMETAL_JAPANBABYMETAL Official Facebookhttps://www.facebook.com/BABYMETAL.jpBABYMETAL Official Instagramhttps://www.instagram.com/babymetal_official/"
36293,1qsRU7C_Gp0,2018-05-31,#Laurel? #Yanny? Or...,The White House,25,2018-05-17 23:26:14+00:00,[none],720814,13514,6808,4023,https://i.ytimg.com/vi/1qsRU7C_Gp0/default.jpg,False,False,False,
36365,2Fdx4TcQFe8,2018-05-31,State Champs Crystal Ball,Pure Noise Records,1,2018-05-06 19:34:58+00:00,"State Champs|""Crystal Ball""|""Pop Punk""|""Pop""|""Rock""|""Alternative""|""Music""|""Music Video""|""Pure Noise""|""Pure noise Records""|""State Champs Band""|""State Champs New York""|""State Champs Living Proof""|""Living Proof""",187897,4908,87,436,https://i.ytimg.com/vi/2Fdx4TcQFe8/default.jpg,False,False,False,"CD/Vinyl/Merch: http://smarturl.it/StateChampsNYiTunes:  http://geni.us/SCLP?app=itunesSpotify: https://spoti.fi/2JX7yQ8Pop Punk Spotify Playlist: https://open.spotify.com/user/purenoiserecords/playlist/0eJrEUjn8fkNyVytCFnqGP?si=gzcIu-jGRcS1Co4fr-19ygWebsite: http://statechampsny.com/Facebook: https://www.facebook.com/statechampsny/Instagram: https://www.instagram.com/statechampsny/Twitter: https://twitter.com/State_ChampsCrystal Ball LyricsWhen it all began, was it time that we asked for?Or was it anything to feel complete forevermore?Wanna see myself like I used to back thenBut every time I turn around I’m in LA againDon’t take this for granted, That’s not how we planned itI know, we’re tearing these pagesBefore we get to watch it unfoldYeah, it’s a long roadYou think your time is running outGotta be looking up when it goes downKnow that I’ve seen better daysTurned and looked the other wayBut with you I can’t see past the crystal ball(To all we ever wanted)I can’t fight this disconnectionYou can see my imperfectionStill, at least I’ll never be ungratefulOpposite of here there’s a bold faced enemyBut sure enough, when I look upIt’s myself staring back at meI’m not saying there’s a reasonClose it up and leave it, even thoughWe’d still be tearing the pagesBefore the rest of it changesSo let’s go‘Cause it’s a long roadYou think your time is wearing thinRemember to breathe out when you dive inI think my nights are my daysI can feel you slipping awaySo savor every momentDon’t you stay in disarrayI think my nights are my daysI can feel you slipping awayCan we savor every momentFind ourselves along the wayI confessThat it’s a long roadYou think your time is running outGotta be looking up when it goes downKnow that I’ve seen better daysTurned and looked the other wayBut with you I can’t see past the crystal ball(To all we ever wanted)I can’t fight this disconnectionYou can see my imperfectionStill, at least I’ll never be ungrateful"
36337,2PH7dK6SLC8,2018-05-31,John Mayer - New Light,johnmayerVEVO,10,2018-05-10 17:00:01+00:00,"John|""Mayer""|""New""|""Light""|""Snack""|""Money""|""Pop""|""boy in your other phone""|""Pushin 40 in the friend zone""|""I want a take two""|""I wanna break through""|""I wanna know the real thing about you""|""give me just one night""",3165267,74217,1501,5444,https://i.ytimg.com/vi/2PH7dK6SLC8/default.jpg,False,False,False,"Spotify: http://radi.al/NewLightSpotifyApple: http://radi.al/NewLightAppleAmazon: http://radi.al/NewLightAMZJohn Mayer“New Light”I’m the boy in your other phoneLighting up inside your drawer at home all alonePushin 40 in the friend zoneWe talk and then you walk away every dayOh you don’t think twice bout meAnd maybe you’re right to doubt me butBut if you give me just one nightYou’re gonna see me in a new lightYeah if you give me just one nightTo meet you underneath the moonlightOh I want a take twoI wanna break throughI wanna know the real thing about youSo I can see you in a new lightTake a ride up to MalibuI just wanna sit and look at you, look at youWhat would it matter if your friends knewWho cares what other people say anywayOh we can go far from hereAnd make a new world together babe‘Cause if you give me just one nightYou’re gonna see me in a new lightYeah, if you give me just one nightTo meet you underneath the moonlightOh I want a take twoI wanna break throughI wanna know the real thing about youSo I can see you in a new lightYeah if you give me just one nightYou’re gonna see me in a new lightYeah if you give me just one nightTo meet you underneath the moonlightWhat do I do with all this, what do I do with all thisLove that's runnin through my veins for youWhat do I do with all this, what do I do with all thisLove that's runnin through my veins for youWhat do I do with all this, what do I do with all thisLove that's runnin through my veins for youWhat do I do with all this, what do I do with all this"
