id,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
14456,ERyfRmz0N-w,2018-01-27,#ConanHaiti Preview: Haitians Roast Trump  - CONAN on TBS,Team Coco,23,2018-01-23 03:52:25+00:00,[none],428704,10214,1542,1633,https://i.ytimg.com/vi/ERyfRmz0N-w/default.jpg,False,False,False,"President Trump recently made some disparaging remarks about Haiti. Conan gave the people of Haiti a chance to respond in kind. #ConanHaiti premieres Saturday, January 27th on TBS.\n\nMore CONAN @ http://teamcoco.com/video\n\nTeam Coco is the official YouTube channel of late night host Conan O'Brien, CONAN on TBS & TeamCoco.com. Subscribe now to be updated on the latest videos: http://bit.ly/W5wt5D\n\nFor Full Episodes of CONAN on TBS, visit http://teamcoco.com/video\n\nGet Social With Team Coco:\nOn Facebook: ‪https://www.facebook.com/TeamCoco‬\nOn Google+: https://plus.google.com/+TeamCoco/\nOn Twitter: http://twitter.com/TeamCoco\nOn Tumblr: http://teamcoco.tumblr.com\nOn YouTube: http://youtube.com/teamcoco\n\nFollow Conan O'Brien on Twitter: http://twitter.com/ConanOBrien"
14479,EsdjC5dsOTM,2018-01-27,Novak Djokovic v Hyeon Chung match highlights (4R) | Australian Open 2018,Australian Open TV,17,2018-01-22 13:02:49+00:00,"AusOpen|""Australian Open""|""tennis""|""men's singles""|""tournament""|""round four""|""hyeon chung""|""ausopen 2018""|""association of tennis professionals""|""melbourne park""|""singles""|""kor""|""ausopen""|""ao2018""|""atp""|""srb""|""fourth round""|""2018""|""ao 2018""|""novak djokovic""|""melbourne""|""round 4""|""atp world tour""|""ao""|""men's tennis""|""australia""|""australian open""|""australian open 2018""|""australian open tournament""|""slam""|""5716550508001""|""2018 AO Match Highlights""",766169,4264,164,1052,https://i.ytimg.com/vi/EsdjC5dsOTM/default.jpg,False,False,False,What an amazing match between Novak Djokovic and Hyeon Chung here are the highlights from the Australian Open 2018.
14474,FB64ez0kf1c,2018-01-27,Megyn Kelly: I Have No Regrets About My Question To Jane Fonda | Megyn Kelly TODAY,TODAY,25,2018-01-22 15:35:41+00:00,"The TODAY Show|""TODAY Show""|""TODAY""|""NBC""|""NBC News""|""Celebrity Interviews""|""TODAY Show Recipes""|""Fitness""|""Lifestyle""|""TODAY Show Interview""|""Ambush Makeover""|""Kathie Lee and Hoda""|""KLG and Hoda""|""megyn kelly today""|""megyn kelly""|""megyn kelly jane fonda""|""jane fonda plastic surgery""|""plastic surgery""|""megyn kelly jane fonda plastic surgery""|""jane fonda""|""under the knife""|""work done""|""wrinkles""|""aging""|""botox""|""jane fonda megyn kelly""|""robert redford""|""our souls at night""|""megyn kelly on jane fonda""",515508,2297,2471,1619,https://i.ytimg.com/vi/FB64ez0kf1c/default.jpg,False,False,False,"TODAY’s Megyn Kelly responds to Jane Fonda’s recent issues with her questions about plastic surgery while appearing on Megyn Kelly TODAY. Kelly explains why she has no “regrets asking the question.”\n\n» Subscribe to TODAY: http://on.today.com/SubscribeToTODAY\n» Watch the latest from TODAY: http://bit.ly/LatestTODAY\n\nAbout: TODAY brings you the latest headlines and expert tips on money, health and parenting. We wake up every morning to give you and your family all you need to start your day. If it matters to you, it matters to us. We are in the people business. Subscribe to our channel for exclusive TODAY archival footage & our original web series.  \n\nConnect with TODAY Online!\nVisit TODAY's Website: http://on.today.com/ReadTODAY\nFind TODAY on Facebook: http://on.today.com/LikeTODAY\nFollow TODAY on Twitter: http://on.today.com/FollowTODAY\nFollow TODAY on Google+: http://on.today.com/PlusTODAY\nFollow TODAY on Instagram: http://on.today.com/InstaTODAY\nFollow TODAY on Pinterest: http://on.today.com/PinTODAY\n\nMegyn Kelly: I Have No Regrets About My Question To Jane Fonda | Megyn Kelly TODAY"
14442,FOLQlEh1D20,2018-01-27,Lil Wayne - Bloody Mary feat. Juelz Santana (Official Audio) D6 Reloaded,Lil Wayne,10,2018-01-25 01:00:03+00:00,"hollyweezy|""cash money""|""juelz santana""|""birdman""|""bloody mary""|""young money""|""d6""|""weezy wednesday""|""wayne""|""dwayne carter""|""hollygrove""|""hiphop""|""lil wayne dedication""|""dedication""|""dedication 6 reloaded""|""In Tune We Trust""|""hot boys""|""lil wayne 2017""|""dedication 6""|""reloaded""|""d6 reloaded""|""jul""|""2 chainz""|""lil wayne dedication 6""|""tha carter""|""ymcmb""|""dedication reloaded""|""lil wayne bloody mary""|""lil wayne""|""lil wayne dedication 6 reloaded""|""weezy""|""lil wayne juelz santana""|""wayne carter""",738350,24290,470,4450,https://i.ytimg.com/vi/FOLQlEh1D20/default.jpg,False,False,False,"Bloody Mary by Lil Wayne feat. Juelz Santana, off the Dedication 6 Reloaded mixtape.\n\nListen to the full mixtape: https://www.youtube.com/playlist?list=PLXcRV4ZzG8t1wspbC5dnpD0JPf99BdVLp\n\nClick to subscribe to Lil Wayne's YouTube channel for exclusive footage! http://bit.ly/WayneYTSub\n\nWatch Lil Wayne's Exclusive Series and Footage:\nWeezy Wednesdays: http://bit.ly/WeezyWeds\nLil Wayne Exclusive Tracks: http://bit.ly/WayneExclusives\nLil Wayne Official Music Videos: http://bit.ly/WayneVideos\n\nLil Wayne on Twitter: http://www.twitter.com/LilTunechi\nLil Wayne on Facebook: http://www.facebook.com/LilWayne\nYoung Money on Facebook: http://www.facebook.com/youngmoneyent"
14500,FYk6BVoyWFM,2018-01-27,How's the gap year going?,NotJustBlonde,22,2018-01-21 18:02:47+00:00,notjustblonde,26314,2731,17,276,https://i.ytimg.com/vi/FYk6BVoyWFM/default.jpg,False,False,False,oh BOY i'm lookin tired what is that\n\nanyway\nYEAH\n1. i edited this on premiere which is New for me so pls excuse the LENGTH and any mistakes i ran out of patience lol\n\n2. I was actually gunna mention in the video and then forgot but I sort of miss learning stuff and making nice notes and all that so if anyone knows any good resources for learning either music theory or psychology then hit me UP\n\npatreon:\nhttps://www.patreon.com/notjustblonde\n\ntwitter  -  notjustblondee\ninstagram  -  notjustblondee\ntumblr  -  aeaesthetic\nsnapchat  -  zannah_p\n\nmusic:\nhttp://soundcloud.com/lakeyinspired
14526,FvBcYkY7ZGo,2018-01-27,Adam Levine Almost S**t Himself While His Wife Was in Labor,Jimmy Kimmel Live,24,2018-01-19 11:00:01+00:00,"jimmy|""kimmel""|""live""|""late""|""night""|""talk""|""show""|""funny""|""comedic""|""comedy""|""clip""|""comedian""|""adam""|""levine""|""maroon""|""poop""|""labor""|""birth""|""maternity""|""mother""|""father""|""mom""|""dad""|""parents""|""baby""|""adam levine""|""maroon 5""",1484344,18451,585,675,https://i.ytimg.com/vi/FvBcYkY7ZGo/default.jpg,False,False,False,"Adam talks about his newly dyed hair, expecting a baby and reveals why he really had to go #2 while his wife was giving birth.\n\nWolf Blitzer Accepts Donald Trump’s Fake News Award https://youtu.be/VGPKryH8D2o\n \nSUBSCRIBE to get the latest #KIMMEL: http://bit.ly/JKLSubscribe\n \nWatch Mean Tweets: http://bit.ly/KimmelMT10\n \nConnect with Jimmy Kimmel Live Online:\n \nVisit the Jimmy Kimmel Live WEBSITE: http://bit.ly/JKLWebsite\nLike Jimmy Kimmel on FACEBOOK: http://bit.ly/KimmelFB\nLike Jimmy Kimmel Live on FACEBOOK: http://bit.ly/JKLFacebook\nFollow @JimmyKimmel on TWITTER: http://bit.ly/KimmelTW\nFollow Jimmy Kimmel Live on TWITTER: http://bit.ly/JKLTwitter\nFollow Jimmy Kimmel Live on INSTAGRAM: http://bit.ly/JKLInstagram\n \nAbout Jimmy Kimmel Live:\n \nJimmy Kimmel serves as host and executive producer of Emmy-winning Jimmy Kimmel Live, ABC's late-night talk show.\n\nJimmy Kimmel Live is well known for its huge viral video successes with 5.6 billion views on YouTube alone.\nSome of Kimmel's most popular comedy bits include - Mean Tweets, Lie Witness News, Jimmy's Twerk Fail Prank, Unnecessary Censorship, YouTube Challenge, The Baby Bachelor, Movie: The Movie, Handsome Men's Club, Jimmy Kimmel Lie Detective and music videos like I (Wanna) Channing All Over Your Tatum and a Blurred Lines parody with Robin Thicke, Pharrell, Jimmy and his security guard Guillermo.\nNow in its sixteenth season, Kimmel's guests have included: Johnny Depp, Meryl Streep, Tom Cruise, Halle Berry, Harrison Ford, Jennifer Aniston, Will Ferrell, Katy Perry, Tom Hanks, Scarlett Johansson, Channing Tatum, George Clooney, Larry David, Charlize Theron, Mark Wahlberg, Kobe Bryant, Steve Carell, Hugh Jackman, Kristen Wiig, Jeff Bridges, Jennifer Garner, Ryan Gosling, Bryan Cranston, Jamie Foxx, Amy Poehler, Ben Affleck, Robert Downey Jr., Jake Gyllenhaal, Oprah, and unfortunately Matt Damon.\n\nAdam Levine Almost S**t Himself While His Wife Was in Labor\nhttps://youtu.be/FvBcYkY7ZGo"
14530,G4MTmN7n8Ks,2018-01-27,"HONEST Q&A GRWM | PARENTING, FAITH & DEPRESSION?",Dina Tokio,26,2018-01-18 20:30:00+00:00,"Dina|""Tokio""|""Dinatokio""|""Torkia""|""Hijab""|""Hijabi""|""Fashion""|""Beauty""",200722,9864,183,1039,https://i.ytimg.com/vi/G4MTmN7n8Ks/default.jpg,False,False,False,"Subscribe to my Vlog Channel! - https://www.youtube.com/channel/UCcNtltXOjp_NiFCXHeVOYcQ\n\nMakeup I used:\n- Foundation: Teint Idole Ultra Wear Foundation shade 049- http://bit.ly/2DE752B\n- Concealer: Maybelline Instant Age Rewind Eye Eraser in nude: http://bit.ly/2FNlaf4\n- Primer: Touche Éclat Blur Primer: http://bit.ly/2DkjtYN\n- Powder: Hourglass Ambient Light Powder: http://bit.ly/2FIGemF\n- Eyeshadow: Carli Bybel 14 Colour Eyeshadow & Highlighter Palette: http://bit.ly/2Dfo2PR\n- Eyeshadow: https://www.miinachi.com/product-page/the-sunset-palette\n- Brows: Benefit Brow Zings Tame & Shape Kit - 02 Light: http://bit.ly/2DI0uEB Benefit - Ready, Set, BROW! Clear Brow Gel 7ml http://bit.ly/2ENUtFq \n- Contour: Benefit Hoola Bronzing Powder: http://bit.ly/2DldX8c The Balm cosmetics Desert bronzer: http://bit.ly/2FKU4VN \n- Blush/Highlight: Kevyn Aucoin The Neo Bronzer Siena: http://bit.ly/2DIHrK2\n- Highlighter: Illamasqua Beyond Powder/Dynastyhttp://bit.ly/2FKOyCq\n- Lips: Gosh matte lipstick in Nougat, SOAP & GLORY SEXY MOTHER PUCKER LIP GLOSS, Collection Lipliner in Chocolate\n- Mascara: It Cosmetics Tightline http://bit.ly/2Bb5QFs Eyeko Lash Alert Mascara: http://bit.ly/2mEnpbN\n- Lashes: http://sophinakhan.com/index.php/catalog/lashes/karishma-lash-5-177\n\n• Follow me on social media •\n\nhttps://twitter.com/Dinatokio\nhttps://instagram.com/Dinatokio\nhttps://www.facebook.com/Dinatokio\nSnapchat: Dinatokio\n\nPO BOX address for mail is below:\n\nSuite 220\n45 Salisbury Rd\nCardiff\nCF24 4AB\n\n• Business email • FloraWebber@IndependentTalent.com"
14518,GKBI_bVFSfs,2018-01-27,Sturm Friederike - Grandiose Pilotenleistung am Airport Düsseldorf bei bis zu 110 km/h Seitenwind,HvdH-Plane-Spotter,2,2018-01-18 21:39:58+00:00,"HvdH|""HvdH-Film""|""Hans van den Hoevel""|""HvdH.info""|""HvdH-Film.de""|""HvdH-Time-Lapse""|""HvdH-Plane-Spotter""|""Aviation""|""Plane-Spotter""|""Plane-Spotting""|""Strum Friederike""|""Seitenwind Landungen""|""Crosswind""|""Orkan""|""Düsseldorf Flughafen""|""Airport Düsseldorf""|""Storm""|""Crosswind Landing""",5231392,28844,1209,2583,https://i.ytimg.com/vi/GKBI_bVFSfs/default.jpg,False,False,False,"Super Pilotenleistung bei Windgeschwindigkeiten mit Böen bis 110 km/h. Die Eurowings Dash8 Q400 D-ABQD Flug EW9203 aus Bologna landete bei Extrembedingungen ohne Durchstarten zu müssen.\nUsed Equipment:\n- Video cutting software: Magix Video Deluxe “PRO X”\nhttp://www.magix.com/de/video-pro-x/\n- Heavy Mantona Tripod\n- Panasonic HC-V757\nSony Cyber Shot DSC-HX90V\n- Rhode directional Microphone\nwww.hvdh-plane-spotter.de\nSuchbegriffe:\nSturmtief Friederike NRW, Orkantief Friederieke, Hurricane ,"
14413,GWMKelv5Bmw,2018-01-27,MIRANDA vs. IPHONE X FACE ID,Colleen Ballinger,23,2018-01-24 20:00:02+00:00,"colleen ballinger|""colleen""|""ballinger""|""psychosoprano""|""miranda sings""|""no lipstick""|""vlog""|""vlogging""|""singing""|""without lipstick""|""comedy""|""how to""|""tutorial""|""silly""|""funny""",1571379,60040,2240,4656,https://i.ytimg.com/vi/GWMKelv5Bmw/default.jpg,False,False,False,Come see me on tour!\nhttp://www.mirandasings.com\n\nFollow me on all the things! \nTwitter - http://www.twitter.com/ColleenB123\nFacebook - https://www.facebook.com/ColleenB1234\nyoutube - http://www.youtube.com/psychosoprano\nInstagram - http://instagram.com/colleen\nSnapchat - ColleenB123\n\nBusiness inquiries - msingsbranding@gmail.com
14425,HuJkBDBloa0,2018-01-27,Jumanji! 1995 Vs 2017,WatchMojo.com,24,2018-01-25 01:00:01+00:00,"Top 10|""List""|""Movies""|""Film""|""Jumanji""|""Jumanji: Welcome to the Jungle""|""Game""|""Robin Williams""|""Dwayne Johnson""|""Kevin Hart""|""Jack Black""|""Karen Gillan""|""Nick Jonas""|""game""|""play""|""funny""|""action""|""scene""|""hilarious""|""versus""|""vs""|""better""|""worse""|""WatchMojo""",274976,5253,680,1400,https://i.ytimg.com/vi/HuJkBDBloa0/default.jpg,False,False,False,"Jumanji! 1995 Vs 2017\nSubscribe: http://goo.gl/Q2kKrD // \nHave a Top 10 idea? Submit it to us here! http://watchmojo.com/my/suggest.php\n\nJumanji: Welcome to the Jungle is a certified hit at the box office, but how does it compare to the original Robin Williams led romp from 1995? WatchMojo puts the two movies head to head to find out which one is best? But which film will claim victory? Watch to find out!\n\nWatch on WatchMojo: http://www.WatchMojo.com\n\nHave an idea for our next video? Submit your suggestion here: http://www.watchmojo.com/my/suggest.php\n\nOur Magazine!! Learn the inner workings of WatchMojo and meet the voices behind the videos, articles by our specialists from gaming, film, tv, anime and more. VIEW INSTANTLY: http://goo.gl/SivjcX\n\nWatchMojo's Social Media Pages\nhttp://www.Facebook.com/WatchMojo\nhttp://www.Twitter.com/WatchMojo \nhttp://instagram.com/watchmojo \n\nGet WatchMojo merchandise at shop.watchmojo.com\n\nWatchMojo’s ten thousand videos on Top 10 lists, Origins, Biographies, Tips, How To’s, Reviews, Commentary and more on Pop Culture, Celebrity, Movies, Music, TV, Film, Video Games, Politics, News, Comics, Superheroes. Your trusted authority on ranking Pop Culture."
14489,I92OeEHWmTc,2018-01-27,Ed Sheeran Engaged to Childhood Friend Cherry Seaborn!,Entertainment Tonight,10,2018-01-20 23:02:36+00:00,"grammys|""weddings""|""ed sheeran""|""entertainment tonight""|""etonline""|""et""|""entertainment news""|""hollywood""|""celebs""|""celebrity""|""ed sheeran engaged""|""ed sheeran engagement""|""ed sheeran music""|""cherry seaborn""|""ed sheeran cherry""|""ed""",217531,2279,213,427,https://i.ytimg.com/vi/I92OeEHWmTc/default.jpg,False,False,False,More from Entertainment Tonight: https://www.youtube.com/channel/UCdtXPiqI2cLorKaPrfpKc4g?sub_confirmation=1\n26-year-old 'Shape of You' singer Ed Sheeran announced his engagement to long-time girlfriend Cherry Seaborn on Instagram.
14540,II-OP6vdMs8,2018-01-27,"#MeToo Backlash | January 17, 2018 Act 1 | Full Frontal on TBS",Full Frontal with Samantha Bee,22,2018-01-18 07:00:01+00:00,"Full Frontal with Samantha Bee|""Full Frontal""|""Samantha Bee""|""Sam Bee""|""TBS""|""#MeToo""",1391674,18649,28035,6186,https://i.ytimg.com/vi/II-OP6vdMs8/default.jpg,False,False,False,Women speaking out has finally led to men speaking about how unfair it was that the women got to speak in the first place.\n\nWatch Full Frontal with Samantha Bee all new Wednesdays at 10:30/ 9:30c on TBS!
14431,IIS1M7m9tw8,2018-01-27,I have something to tell you..,Daisy Marquez,22,2018-01-25 22:10:48+00:00,"Daisy Marquez|""DaisyMarquez""|""Daisy Marques""|""Deisy Marquez""|""Deisy Marques""|""daisymarquez_""|""DeisyMarques""|""marquez.daisy""",434877,22699,1538,2790,https://i.ytimg.com/vi/IIS1M7m9tw8/default.jpg,False,False,False,"►SUBSCRIBE http://bit.ly/SUBdaisy\n\nhttps://www.youtube.com/watch?v=EktxevGQ_MQ\n\n- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -\n ► LET'S BE FRIENDS\nSNAP: marquez.daisy\nINSTA: http://bit.ly/2eMl5wC\nTWITTER: http://bit.ly/2eMl3Vw\n- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -\n🤑🤑SAVE SOME MONEY🤑🤑\nOFRA - DAISY30\nMUDDYBODY - DAISY10\nVANITYPLANET - DAISY7\nTHEMAKEUPSHACK -DAISY\nLAURA’S BOUTIQUE - DAISY\nMESHKI BOUTIQUE - DAISY10\nBEBELLACOSMETICS - DAISYXO\nARTIST COUTIRE - daisymarquez\nLILLY LASHES - DAISY\nKMYNX LASHES - daisy\n\n ►Music: Epidemic Sound Lauren Giraldo - So Cool\n ►Camera Canon 70D\n\nThank you so much for watching, I love you my little flowers🌼💞\nXOXO"
14502,IJ9OFwFxxt4,2018-01-27,DREDD'S MEGA-CITY ONE EFFECTS,WatchTheDaily,1,2012-10-06 12:03:12+00:00,"Dredd|""Dredd 3d""|""mega-city""|""mega-city one""|""movie""|""animation""|""3d""|""visual effects""|""special effects""|""SFX""|""VFX""|""compositing""|""tracking""|""model""|""texture""|""projection""|""digital""|""matte""|""painting""|""Karl""|""Urban""|""motorcycle""|""sprawl""|""decay""|""city""|""judgement""|""making of""|""making""|""behind the scenes""|""behind""|""scenes""|""slo-mo""|""drug""|""peach tree""|""peachtree""|""ipad""|""The Daily""|""police""",72794,526,11,50,https://i.ytimg.com/vi/IJ9OFwFxxt4/default.jpg,False,False,False,"The Daily and fxguide's exclusive look at the visual effects of Dredd 3D.  Find out how the real world city of Johannesburgh, South Africa, was turned into the post-apocalyptic wasteland of Mega-City One from Jon Thum, VFX Supervisor, Dredd 3D and Prime Focus World\n\nRead more at http://bit.ly/ObPOkk\n\nBy Scott Broock and Ian Failes, fxguide"
14564,IORxFXptCWw,2018-01-27,Dave East - The Hated ft. Nas,DaveEastVEVO,10,2018-01-17 05:00:01+00:00,"Dave|""East""|""The""|""Hated""|""Def""|""Jam""|""Recordings""|""Hip""|""Hop""",678673,20158,447,1465,https://i.ytimg.com/vi/IORxFXptCWw/default.jpg,False,False,False,"Music video by Dave East performing The Hated. (C) 2018 Def Jam Recordings, a division of UMG Recordings, Inc. (Mass Appeal Records/From The Dirt)\n\nhttp://vevo.ly/GqF4MZ"
14496,IVzGsh0zRec,2018-01-27,Holland(홀랜드) - 'Neverland (네버랜드)' M/V,HOLLAND,22,2018-01-21 15:00:01+00:00,"HOLLAND|""NEVERLAND""|""MV""|""NEWRELEASE""|""20180122""",4025351,505252,25033,76211,https://i.ytimg.com/vi/IVzGsh0zRec/default.jpg,False,False,False,Apple Music - https://itunes.apple.com/us/album/neverland-single/1337579750\n\nMore about HOLLAND @\nhttps://www.instagram.com/holland_vvv/\nhttps://www.youtube.com/c/HOLLANDOFFICIAL\nhttps://www.facebook.com/hollandofficial/ \nhttps://twitter.com/HOLLAND_vvv
14424,If75XsbYCZw,2018-01-27,The LAST Last Jedi Debate - MOVIE FIGHTS!!,Screen Junkies,1,2018-01-26 01:42:01+00:00,"screenjunkies|""screen junkies""|""movie fights""|""scott mantz""|""jenny nicholson""|""the last jedi""|""last jedi""|""honest trailers""|""honest trailer""|""star wars the last jedi""|""star wars 8""|""oscars 2018""|""academy awards 2018""|""oscar nominations""|""oscar snub""|""awards snub""|""2018 worst""|""luke skywalker""|""rian johnson""|""star wars 2017""|""star wars solo""|""kylo ren""|""snoke""|""justice league""|""dc movies""",105986,2871,1034,1750,https://i.ytimg.com/vi/If75XsbYCZw/default.jpg,False,False,False,Fighters: Scott Mantz vs Jenny Nicholson\n\nHost: Hal Rudnick\nFact Checker: Dan Murrell\nSocial Media Ambassador: Danielle Radford\n\nQUESTIONS:\n\n1. Star Wars The Last Jedi: Great or not great?\n2. What was the biggest snub from the 2018 Oscar nominations?\n3. Blind Fight!!\n\n HOW TO VOTE ON YOUTUBE WHEN LIVE: \n 1) Either: a - Refresh the page OR b - Turn your annotations off and back on (do this by clicking the gear icon on the bottom right of video's progress bar) \n 2) Scroll over the white circle with an i in the middle (aka The iCard) and cast your vote! You can change your vote as the round progresses! \n3) Repeat each round! \n\nDownload the audio version on iTunes! at our RSS Feed ►► http://apple.co/1Mw3boz \nBecome a Screen Junkie! ► http://bit.ly/sjsubscr \nGot a tip? Email us ► feedback@screenjunkies.com \nFollow us on Twitter ► http://twitter.com/screenjunkies \nLike us on Facebook ► http://www.fb.com/screenjunkies \nDownload our iPhone App! ►► http://bit.ly/SJAppPlus \nDownload our Android App! ►►http://bit.ly/SJPlusGoogleApp
14491,IiRmtBZu0pM,2018-01-27,COMING OUT TO MY LESBIAN MOMS,Andrew Lowe,23,2018-01-21 00:41:08+00:00,"andrew|""lowe""|""coming out""|""lesbian moms""|""andrew lowe coming out""|""gay""|""moms""|""gay moms""|""andrew lowe gay""",835472,40769,9065,8300,https://i.ytimg.com/vi/IiRmtBZu0pM/default.jpg,False,False,False,Surprise! Another gay\n\nNew videos every Wednesday and Saturday starting NOW! SUBSCRIBE! \n\nExplaining some things you may be wondering about this past year in my next video. \n\nWATCH ME:\nMain Channel: http://goo.gl/OYjWoJ\nSecond Channel: http://goo.gl/gdTu2q\n\nMERCH: goo.gl/fxeSNR\n\nFOLLOW ME:\nTwitter: http://goo.gl/AZrTi9\nSnapchat: lowecow\nInstagram: http://goo.gl/ewmhFh\nFacebook: http://goo.gl/2rvEcT\nTumblr: http://goo.gl/yYVPDl\nVine: Andrew Lowe\n\nBUSINESS INQUIRIES ONLY:\ncontactandrewlowe@gmail.com\n\nDon't forget to thumbs up! Let's see if we can get this video to enough likes for me to feel validation of my worth in this cold world. Fingers crossed!
14539,JAqQ8Myx-1c,2018-01-27,Tommy No 1 + Eddie Too Tall - Falling on Your Arse in 1999 (Full Album),XstekkahX,10,2018-01-19 13:09:12+00:00,"tom hardy|""rap""|""hiphop""|""uk hiphop""|""tommy no 1""|""eddie too tall""|""falling on your arse in 1999""|""tommy no 1 + eddie too tall""|""erdoglija hardcore""|""erdoglija""",58893,1167,21,95,https://i.ytimg.com/vi/JAqQ8Myx-1c/default.jpg,False,False,False,Tom Hardy's hiphop project back in da days! :)\nBuy @ https://tootall.bandcamp.com/album/falling-on-your-arse-in-1999\n1. We Makes The Beats (Hairy mix)\n2. Rusty Sheriff's Badge\n3. Treason\n4. Wiser\n5. Across the Gulf of Space\n6. Doh Back Again\n7. In The City\n8. We Makes the Beats (No More Whiskey mix)\n9. No Love No Life (Bad Wig mix) \n10. Bring The Fucking Noise\n11. Never Meant to Be\n12. People Like To Boogie\n13. Sit Your Arse Down\n14. Dr Livingstoned\n15. We Makes The Beats (Codpiece mix)\n16. Rotton Cocksuckers Ball\n17. Red Light Beams\n18. I Like To Go Out
14420,JWAvRIpuj1U,2018-01-27,Vince McMahon's Major Sports Announcement,Alpha Entertainment,17,2018-01-25 20:30:17+00:00,"Football|""MrMcMahon""|""Vince McMahon""|""XFL""",118786,0,0,0,https://i.ytimg.com/vi/JWAvRIpuj1U/default.jpg,True,True,False,Stay tuned! Vince McMahon to make a major sports announcement at 3PM ET today. \n\nFor future updates:\nSubscribe to Alpha Entertainment on YouTube: \nhttps://www.youtube.com/c/alphaentertainment?sub_confirmation=1\nFollow Alpha Entertainment on Facebook: https://www.facebook.com/alphaentllc\nFollow Alpha Entertainment on Instagram: https://www.instagram.com/alphaentllc\nFollow Alpha Entertainment on Twitter: https://twitter.com/alphaentllc\n\nFor more XFL updates: \nSubscribe to The XFL on YouTube: https://www.youtube.com/xflofficial?sub_confirmation=1\nFollow The XFL on Facebook: https://www.facebook.com/xfl\nFollow The XFL on Instagram: https://www.instagram.com/xfl\nFollow The XFL on Twitter: https://www.twitter.com/xfl2020
14466,JwfZqomlPsk,2018-01-27,RollerCoaster Tycoon Start Engine Campaign,RollerCoaster Tycoon,20,2018-01-23 18:02:51+00:00,"rollercoaster tycoon|""Nintendo switch""|""RCT""|""Atari Game Partners""",41682,112,3496,696,https://i.ytimg.com/vi/JwfZqomlPsk/default.jpg,False,False,False,"We are excited to share that RollerCoaster Tycoon has launched an equity-based crowdfunding campaign with StartEngine to bring a new entry in the acclaimed RCT franchise to the Nintendo Switch!\n\nJoin Atari Game Partners to bring RollerCoaster Tycoon to the Nintendo Switch!   http://bit.ly/2Bk6K2s \n\nThis unique, limited-time investment opportunity allows fans to become investors and bring RollerCoaster Tycoon to Nintendo Switch.  As an investor, you will participate in a revenue share from the game’s distribution as soon as it launches. \n\nFacebook: http://bit.ly/2G5RN7D\nTwitter: http://bit.ly/2DxIu2C \nInstagram: http://bit.ly/2DZTpiO"
14587,KVw7fdB8gXM,2018-01-27,Tracey Thorn - Queen (Official Video),TraceyThornVEVO,10,2018-01-17 12:00:02+00:00,"Tracey|""Thorn""|""Queen""|""Unmade""|""Road""|""Alternative""",37434,807,15,92,https://i.ytimg.com/vi/KVw7fdB8gXM/default.jpg,False,False,False,"Download & Stream ‘Queen’ now: https://TraceyThorn.lnk.to/QueenID \nPre-order the album ‘Record’ at https://TraceyThorn.lnk.to/RecPreID\n\nVideo directed by Carol Morley\n\nThe new album ‘Record’ • Out 2nd March\n\nAlso available to pre-order at…\n\nARTIST STORE: https://TraceyThorn.lnk.to/RecPreID/officialartiststore                                                                                           \niTUNES: https://TraceyThorn.lnk.to/RecPreID/itunes                                                                                             \nSPOTIFY PRE-SAVE: https://TraceyThorn.lnk.to/SPSID                                                                            \nAMAZON: https://TraceyThorn.lnk.to/RecPreID/amazon                                                                                     \nHMV: https://TraceyThorn.lnk.to/RecPreID/hmv                                                                                    \nGOOGLE PLAY: https://TraceyThorn.lnk.to/RecPreID/google-play\n\nDownload & Stream ‘Queen’ at…\n\niTUNES: https://TraceyThorn.lnk.to/QueenID/itunes                                                                                              \nSPOTIFY: https://TraceyThorn.lnk.to/QueenID/spotify                                                                                           \nAPPLE MUSIC: https://TraceyThorn.lnk.to/QueenID/applemusic                                                                                        \nAMAZON: https://TraceyThorn.lnk.to/QueenID/amazon                                                                                      \nGOOGLE PLAY: https://TraceyThorn.lnk.to/QueenID/google-play                                                                                      \nDEEZER: https://TraceyThorn.lnk.to/QueenID/deezer                                                                                           \nNAPSTER: https://TraceyThorn.lnk.to/QueenID/napster                                                                                       \nTIDAL: https://TraceyThorn.lnk.to/QueenID/tidal         \n\nMusic video by Tracey Thorn performing Queen. (C) 2018 Unmade Road Ltd., under exclusive license to Caroline International\n\nhttp://vevo.ly/K59HDV"
